7-* B 92G Elite   9mm Para (MPist) 3|6|15(c)|SA|7M|0.95|4/7days|775|3|none|ray.000|||
7-* B 96G Elite    .40 S&W (MPist) 3|6|11(c)|SA|8M|0.95|4/7days|775|3|none|ray.000|||
7-* B 92G E2      9mm Para (MPist) 3|6|15(c)|SA|7M|0.95|4/7days|875|3|none|ray.000|||
7-* B 96G E2       .40 S&W (MPist) 3|6|11(c)|SA|8M|0.95|4/7days|875|3|none|ray.000|||
6-Baretta 92 Vertec
7-* B 92FS Vertec 9mm Para (MPist) 3|6|15(c)|SA|7M|0.90|2/24hrs|715|1|none|ray.000|||
7-* B 96FS Vertec  .40 S&W (MPist) 3|6|11(c)|SA|8M|0.90|2/24hrs|715|1|none|ray.000|||
7-* B 92FS VertecS 9mmPara (MPist) 3|6|15(c)|SA|7M|0.90|2/24hrs|765|1|stainless steel|ray.000|||
7-* B 96FS VertecS .40 S&W (MPist) 3|6|11(c)|SA|8M|0.90|2/24hrs|765|1|stainless steel|ray.000|||
6-Baretta 950 Jetfire
7-* B 950 Jetfire  .25 ACP (LPist) 3|9|8(c)|SA|4L|0.28|2/24hrs|230|1|none|ray.000|||
7-* B 950 Minx   .22 short (LPist) 3|9|7(c)|SA|5L|0.28|2/24hrs|230|1|none|ray.000|||
7-* B 950 JetfireS .25 ACP (LPist) 3|9|8(c)|SA|4L|0.28|2/24hrs|270|1|stainless steel|ray.000|||
7-* B 950 Minx S .22 short (LPist) 3|9|7(c)|SA|5L|0.28|2/24hrs|270|1|stainless Steel|ray.000|||
6-Baretta Px4 Storm
7-* B Px4         9mm Para (MPist) 3|6|17(c)|SA|7M|0.79|2/24hrs|550|1|none|ray.000|||
7-* B Px4          .40 S&W (MPist) 3|6|14(c)|SA|8M|0.79|2/24hrs|550|1|none|ray.000|||
7-* B Px4 steel   9mm Para (MPist) 3|6|17(c)|SA|7M|0.79|2/24hrs|615|1|stainless Steel|ray.000|||
7-* B Px4 steel    .40 S&W (MPist) 3|6|14(c)|SA|8M|0.79|2/24hrs|615|1|stainless Steel|ray.000|||
6-Other Barettas
7-* B 93Raffica   9mm Para (MPist) 3|5|20(c)|SA/BF|7M|1.17|6/7days|1100|3|gas vent 2, folding forgrip (+1 comp), detachable folding stock (1comp, -2conceal)|ray.000|||
5-Colt 1873 Single Action Army
6-* C 45          .45 Colt (MPist) 3|5|6(cyl)|SS|8M|1.1|4/48hrs|450|2|revolver loading|ray.000|||
6-* C 4440        .44-40 WCF (VHP) 3|5|6(cyl)|SS|9M|1.1|4/48hrs|750|2|revolver loading|ray.000|||
6-* C 3220      .32-20 WCF (MPist) 3|5|6(cyl)|SS|6M|1.1|4/48hrs|750|2|revolver loading|ray.000|||
6-* C 44SPL    .44 special (MPist) 3|5|6(cyl)|SS|8M|1.1|4/48hrs|750|2|revolver loading|ray.000|||
6-* C 38357         .357 Mag (VHP) 3|5|6(cyl)|SS|9M|1.1|4/48hrs|750|2|revolver loading, can fire .38 Special at 5M and (LPist)|ray.000|||
6-* C 45 long       .45 Colt (VHP) 3|4|6(cyl)|SS|8M|1.3|4/48hrs|450|2|revolver loading|ray.000|||
6-* C 4440 long   .44-40 WCF (SMG) 3|4|6(cyl)|SS|9M|1.3|4/48hrs|750|2|revolver loading|ray.000|||
6-* C 3220 long   .32-20 WCF (VHP) 3|4|6(cyl)|SS|6M|1.3|4/48hrs|750|2|revolver loading|ray.000|||
6-* C 44SPL long .44 special (VHP) 3|4|6(cyl)|SS|8M|1.3|4/48hrs|750|2|revolver loading|ray.000|||
6-* C 38357 long    .357 Mag (SMG) 3|4|6(cyl)|SS|9M|1.3|4/48hrs|750|2|revolver loading, can fire .38 Special at 5M and (LPist)|ray.000|||
6-* C 45 nic      .45 Colt (MPist) 3|5|6(cyl)|SS|8M|1.1|4/48hrs|550|2|bright nickel finish, revolver loading|ray.000|||
6-* C 4440 nic    .44-40 WCF (VHP) 3|5|6(cyl)|SS|9M|1.1|4/48hrs|850|2|bright nickel finish, revolver loading|ray.000|||
6-* C 3220 nic  .32-20 WCF (MPist) 3|5|6(cyl)|SS|6M|1.1|4/48hrs|850|2|bright nickel finish, revolver loading|ray.000|||
6-* C 44SPL nic .44 specil (MPist) 3|5|6(cyl)|SS|8M|1.1|4/48hrs|850|2|bright nickel finish, revolver loading|ray.000|||
6-* C 38357 nic     .357 Mag (VHP) 3|5|6(cyl)|SS|9M|1.1|4/48hrs|850|2|bright nickel finish, revolver loading, can fire .38 Special at 5M and (LPist)|ray.000|||
6-* C 45 longN      .45 Colt (VHP) 3|4|6(cyl)|SS|8M|1.3|4/48hrs|550|2|bright nickel finish, revolver loading|ray.000|||
6-* C 4440 longN  .44-40 WCF (SMG) 3|4|6(cyl)|SS|9M|1.3|4/48hrs|850|2|bright nickel finish, revolver loading|ray.000|||
6-* C 3220 longN  .32-20 WCF (VHP) 3|4|6(cyl)|SS|6M|1.3|4/48hrs|850|2|bright nickel finish, revolver loading|ray.000|||
6-* C 44SPL longN .44 specil (VHP) 3|4|6(cyl)|SS|8M|1.3|4/48hrs|850|2|bright nickel finish, revolver loading|ray.000|||
6-* C 38357 longN   .357 Mag (SMG) 3|4|6(cyl)|SS|9M|1.3|4/48hrs|850|2|bright nickel finish, revolver loading, can fire .38 Special at 5M and (LPist)|ray.000|||
5-Ceska
6-Ceska CZ75 & CZ85
7-* Ck CZ275      9mm Para (MPist) 3|6|16(c)|SA|7M|1|2/24hrs|480|1|many finishes at cost|ray.000|||
7-* Ck CZ285      9mm Para (MPist) 3|6|16(c)|SA|7M|1|2/24hrs|505|1|ambidextrous safety & slide-stop levers, many finishes at cost|ray.000|||
7-* Ck CZ275       .40 S&W (MPist) 3|6|10(c)|SA|8M|1|2/24hrs|480|1|many finishes at cost|ray.000|||
7-* Ck CZ285       .40 S&W (MPist) 3|6|10(c)|SA|8M|1|2/24hrs|505|1|ambidextrous safety & slide-stop levers, many finishes at cost|ray.000|||
7-* Ck CZ285C     9mm Para (MPist) 3|6|16(c)|SA|7M|1|2/24hrs|590|1|adjustable rear sight, ambidextrous safety & slide-stop levers, many finishes at cost|ray.000|||
6-Ceska CZ75C
7-* Ck CZ275C     9mm Para (MPist) 3|7|14(c)|SA|7M|.92|2/24hrs|510|1|many finishes at cost|ray.000|||
7-* Ck CZ275D     9mm Para (MPist) 3|7|14(c)|SA|7M|.78|2/24hrs|525|1|many finishes at cost|ray.000|||
6-Ceska CZ83
7-* Ck CZ83       .32 Auto (LPist) 3|7|15(c)|SA|6L|.75|3/36hrs|400|1|2 finishes at cost|ray.000|||
7-* Ck CZ83    9mm Makarov (LPist) 3|7|12(c)|SA|5M|.80|3/36hrs|400|1|2 finishes at cost|ray.000|||
7-* Ck CZ83      .380 Auto (LPist) 3|7|12(c)|SA|5M|.80|3/36hrs|400|1|2 finishes at cost|ray.000|||
6-Ceska CZ100
7-* Ck CZ100      9mm para (LPist) 3|6|13(c)|SA|7M|.67|2/24hrs|425|1|none|ray.000|||
7-* Ck CZ100       .40 S&W (LPist) 3|6|10(c)|SA|8M|.67|2/24hrs|425|1|none|ray.000|||
7-* Ck CZ110      9mm para (LPist) 3|6|13(c)|SA|7M|.67|2/24hrs|450|1|none|ray.000|||
7-* Ck CZ110       .40 S&W (LPist) 3|6|10(c)|SA|8M|.67|2/24hrs|450|1|none|ray.000|||
6-Other Ceska
7-* Ck CZ P-01    9mm Para (MPist) 3|7|13(c)|SA|7M|.76|3/36hrs|550|1|none|ray.000|||
7-* Ck CZ97        .45 ACP (MPist) 3|6|10(c)|SA|8M|1.15|2/24hrs|625|1|can't take internal smartlink|ray.000|||
5-Ed Brown
6-Ed Brown Class A limited 1911
7-Standard
8-* EB CAL          9mm Para (VHP) 3|6|8(c)|SA|7M|1|4/60days|2250|2|Can't take int. smartlink|ray.000|||
8-* EB CAL         .38 Super (VHP) 3|6|8(c)|SA|8M|1|4/60days|2250|2|can't take int. smartlink|ray.000|||
8-* EB CAL            9x23mm (VHP) 3|6|8(c)|SA|8M|1|4/60days|2250|2|can't take int. smartlink|ray.000|||
8-* EB CAL          .357 Sig (VHP) 3|6|8(c)|SA|9M|1|4/60days|2250|2|can't take int. smartlink|ray.000|||
8-* EB CAL           .40 S&W (VHP) 3|6|8(c)|SA|8M|1|4/60days|2250|2|can't take int. smartlink|ray.000|||
8-* EB CAL         10mm Auto (VHP) 3|6|8(c)|SA|9M|1|4/60days|2250|2|can't take int. smartlink|ray.000|||
8-* EB CAL      .400 Cor-Bon (VHP) 3|6|7(c)|SA|9M|1|4/60days|2250|2|can't take int. smartlink|ray.000|||
8-* EB CAL           .45 ACP (VHP) 3|6|7(c)|SA|8M|1|4/60days|2250|2|can't take int. smartlink|ray.000|||
7-Stainless/blued
8-* EB CAL SF       9mm Para (VHP) 3|6|8(c)|SA|7M|1|4/60days|2350|2|Can't take int. smartlink, stainless frame/blued slide|ray.000|||
8-* EB CAL SF      .38 Super (VHP) 3|6|8(c)|SA|8M|1|4/60days|2350|2|can't take int. smartlink, stainless frame/blued slide|ray.000|||
8-* EB CAL SF         9x23mm (VHP) 3|6|8(c)|SA|8M|1|4/60days|2350|2|can't take int. smartlink, stainless frame/blued slide|ray.000|||
8-* EB CAL SF       .357 Sig (VHP) 3|6|8(c)|SA|9M|1|4/60days|2350|2|can't take int. smartlink, stainless frame/blued slide|ray.000|||
8-* EB CAL SF        .40 S&W (VHP) 3|6|8(c)|SA|8M|1|4/60days|2350|2|can't take int. smartlink, stainless frame/blued slide|ray.000|||
8-* EB CAL SF      10mm Auto (VHP) 3|6|8(c)|SA|9M|1|4/60days|2350|2|can't take int. smartlink, stainless frame/blued slide|ray.000|||
8-* EB CAL SF   .400 Cor-Bon (VHP) 3|6|7(c)|SA|9M|1|4/60days|2350|2|can't take int. smartlink, stainless frame/blued slide|ray.000|||
8-* EB CAL SF        .45 ACP (VHP) 3|6|7(c)|SA|8M|1|4/60days|2350|2|can't take int. smartlink, stainless frame/blued slide|ray.000|||
7-All Stainles
8-* EB CAL AS       9mm Para (VHP) 3|6|8(c)|SA|7M|1|4/60days|2450|2|Can't take int. smartlink, all stainless|ray.000|||
8-* EB CAL AS      .38 Super (VHP) 3|6|8(c)|SA|8M|1|4/60days|2450|2|can't take int. smartlink, all stainless|ray.000|||
8-* EB CAL AS         9x23mm (VHP) 3|6|8(c)|SA|8M|1|4/60days|2450|2|can't take int. smartlink, all stainless|ray.000|||
8-* EB CAL AS       .357 Sig (VHP) 3|6|8(c)|SA|9M|1|4/60days|2450|2|can't take int. smartlink, all stainless|ray.000|||
8-* EB CAL AS        .40 S&W (VHP) 3|6|8(c)|SA|8M|1|4/60days|2450|2|can't take int. smartlink, all stainless|ray.000|||
8-* EB CAL AS      10mm Auto (VHP) 3|6|8(c)|SA|9M|1|4/60days|2450|2|can't take int. smartlink, all stainless|ray.000|||
8-* EB CAL AS   .400 Cor-Bon (VHP) 3|6|7(c)|SA|9M|1|4/60days|2450|2|can't take int. smartlink, all stainless|ray.000|||
8-* EB CAL AS        .45 ACP (VHP) 3|6|7(c)|SA|8M|1|4/60days|2450|2|can't take int. smartlink, all stainless|ray.000|||
7-Commander Slide
8-* EB CAL C        9mm Para (VHP) 3|7|8(c)|SA|7M|.93|4/60days|2250|2|Can't take int. smartlink, commander slide|ray.000|||
8-* EB CAL C       .38 Super (VHP) 3|7|8(c)|SA|8M|.93|4/60days|2250|2|can't take int. smartlink, commander slide|ray.000|||
8-* EB CAL C        .357 Sig (VHP) 3|7|8(c)|SA|9M|.93|4/60days|2250|2|can't take int. smartlink, commander slide|ray.000|||
8-* EB CAL C         .40 S&W (VHP) 3|7|8(c)|SA|8M|.93|4/60days|2250|2|can't take int. smartlink, commander slide|ray.000|||
8-* EB CAL C    .400 Cor-Bon (VHP) 3|7|7(c)|SA|9M|.93|4/60days|2250|2|can't take int. smartlink, commander slide|ray.000|||
8-* EB CAL C         .45 ACP (VHP) 3|7|7(c)|SA|8M|.93|4/60days|2250|2|can't take int. smartlink, commander slide|ray.000|||
7-Commander with Bobtail mod
8-* EB CAL CB       9mm Para (VHP) 3|7|8(c)|SA|7M|.93|4/60days|2280|2|Can't take int. smartlink, commander slide, bobtail mod|ray.000|||
8-* EB CAL CB      .38 Super (VHP) 3|7|8(c)|SA|8M|.93|4/60days|2280|2|can't take int. smartlink, commander slide, bobtail mod|ray.000|||
8-* EB CAL CB       .357 Sig (VHP) 3|7|8(c)|SA|9M|.93|4/60days|2280|2|can't take int. smartlink, commander slide, bobtail mod|ray.000|||
8-* EB CAL CB        .40 S&W (VHP) 3|7|8(c)|SA|8M|.93|4/60days|2280|2|can't take int. smartlink, commander slide, bobtail mod|ray.000|||
8-* EB CAL CB   .400 Cor-Bon (VHP) 3|7|7(c)|SA|9M|.93|4/60days|2280|2|can't take int. smartlink, commander slide, bobtail mod|ray.000|||
8-* EB CAL CB        .45 ACP (VHP) 3|7|7(c)|SA|8M|.93|4/60days|2280|2|can't take int. smartlink, commander slide, bobtail mod|ray.000|||
6-Ed Brown Kobra 1911
7-* EB KF450         .45 ACP (VHP) 3|6|7(c)|SA|8M|1|4/60days|1795|2|Can't take int. smartlink|ray.000|||
7-* EB KC450       .45 ACP (MPist) 3|6|7(c)|SA|8M|.93|4/60days|1795|2|Can't take int. smartlink|ray.000|||
7-* EB KF450 SF      .45 ACP (VHP) 3|6|7(c)|SA|8M|1|4/60days|1895|2|Can't take int. smartlink, stainless frame/blued slide|ray.000|||
7-* EB KC450 SF    .45 ACP (MPist) 3|6|7(c)|SA|8M|.93|4/60days|1895|2|Can't take int. smartlink, stainless frame/blued slide|ray.000|||
7-* EB KF450         .45 ACP (VHP) 3|6|7(c)|SA|8M|1|4/60days|1995|2|Can't take int. smartlink, all stainless|ray.000|||
7-* EB KC450       .45 ACP (MPist) 3|6|7(c)|SA|8M|.93|4/60days|1995|2|Can't take int. smartlink, all stainless|ray.000|||
5-Fabrique Nationale
6-Fab Nat BDA9 & BDAO
7-* FN BDA9       9mm Para (MPist) 3|6|14(c)|SA|7M|.88|2/24hrs|550|1|none|ray.000|||
7-* FN BDA9C      9mm Para (MPist) 3|7|10(c)|SA|7M|.86|2/24hrs|525|1|none|ray.000|||
7-* FN BDAO       9mm Para (MPist) 3|6|14(c)|SA|7M|.88|2/24hrs|550|1|none|ray.000|||
7-* FN BDAOC      9mm Para (MPist) 3|7|10(c)|SA|7M|.86|2/24hrs|525|1|none|ray.000|||
6-Fab Nat Five-SeveN
7-* FN Five-seveN   5.7x28mm (VHP) 3|6|20(c)|SA|6M|.62|5/5days|585|3|0.75armor mod, AP ammo=.5armor mod.  Ammo avail=5/5days, can use subsonic, can convert to SA/FA|ray.000|||
7-* FN 5-7 Tactical 5.7x28mm (VHP) 3|6|20(c)|SA|6M|.65|5/5days|650|3|0.75armor mod, AP ammo=.5armor mod.  Ammo avail=5/5days, can use subsonic, can convert to SA/FA|ray.000|||
7-* FN 5-7 Smart    5.7x28mm (VHP) 3|6|20(c)|SA|6M|.72|6/7days|975|3|smartlink2, 0.75armor mod, AP ammo=.5armor mod.  Ammo avail=5/5days, can use subsonic, can convert to SA/FA|ray.000|||
6-Other Fabrique Nationale
7-* FN MK3        9mm Para (MPist) 3|6|13(c)|SA|7M|.88|2/24hrs|550|1|none|ray.000|||
5-Glock
6-Full Size
7-* G 17          9mm Para (MPist) 3|6|17(c)|SA|7M|.62|2/24hrs|550|1|none|ray.000|||
7-* G 20           10mm Para (VHP) 3|6|15(c)|SA|9M|.78|2/48hrs|550|1|none|ray.000|||
7-* G 21           .45 ACP (MPist) 3|6|13(c)|SA|8M|.75|2/24hrs|550|1|none|ray.000|||
7-* G 22           .40 S&W (MPist) 3|6|15(c)|SA|8M|.65|2/24hrs|550|1|none|ray.000|||
7-* G 31            .357 SIG (VHP) 3|6|15(c)|SA|9M|.66|2/24hrs|550|1|none|ray.000|||
7-* G 37           .45 Glock (VHP) 3|6|12(c)|SA|9M|.75|2/24hrs|550|1|none|ray.000|||
6-Compact
7-* G 19          9mm Para (MPist) 3|6|15(c)|SA|7M|.60|2/24hrs|510|1|none|ray.000|||
7-* G 23           .40 S&W (MPist) 3|6|13(c)|SA|8M|.60|2/24hrs|510|1|none|ray.000|||
7-* G 25         .380 Auto (MPist) 3|6|15(c)|SA|5M|.57|2/24hrs|510|1|none|ray.000|||
7-* G 32            .357 SIG (VHP) 3|6|13(c)|SA|9M|.61|2/24hrs|510|1|none|ray.000|||
6-SubCompact
7-* G 26          9mm Para (MPist) 3|8|12(c)|SA|7M|.56|2/24hrs|510|1|none|ray.000|||
7-* G 27           .40 S&W (MPist) 3|8|11(c)|SA|8M|.56|2/24hrs|510|1|none|ray.000|||
7-* G 28         .380 Auto (LPist) 3|8|12(c)|SA|5M|.53|2/24hrs|510|1|none|ray.000|||
7-* G 29         10mm Auto (MPist) 3|8|10(c)|SA|9M|.7|2/24hrs|510|1|none|ray.000|||
7-* G 30          .45 Auto (MPist) 3|8|9(c)|SA|8M|.68|2/24hrs|510|1|none|ray.000|||
7-* G 33          .357 SIG (MPist) 3|6|11(c)|SA|9M|.56|2/24hrs|510|1|none|ray.000|||
6-Practical/Tactical
7-* G 34            9mm Para (VHP) 3|5|17(c)|SA|7M|.68|4/48hrs|680|2|none|ray.000|||
7-* G 35             .40 S&W (VHP) 3|5|15(c)|SA|8M|.68|4/48hrs|680|2|none|ray.000|||
6-Other Glocks
7-* G 18          9mm Para (MPist) 3|6|17(c)|SA/FA|7M|.65|6/72hrs|750|3|none|ray.000|||
7-* G 18C         9mm Para (MPist) 3|6|17(c)|SA/FA|7M|.65|6/72hrs|750|3|gasvent 1|ray.000|||
7-* G 36           .45 ACP (MPist) 3|7|6(c)|SA|8M|.57|2/24hrs|510|1|none|ray.000|||
5-Heckler & Koch
6-H&K Mark 23
7-* H&K Mark 23      .45 ACP (VHP) 3|5|12(c)|SA|8M|1.1|8/72hrs|2415|4|threaded barrel|ray.000|||
7-* H&K Mk23 Mod 0   .45 ACP (VHP) 3|4|12(c)|SA|8M|1.1|8/14days|4210|4|threaded barrel, suppressor, laser sight, flashlight|ray.000|||
6-H&K P2000
7-* H&K P2000     9mm Para (MPist) 3|6|13(c)|SA|7M|.62|2/24hrs|885|1|none|ray.000|||
7-* H&K P2000     .357 SIG (MPist) 3|6|12(c)|SA|9M|.62|2/24hrs|885|1|none|ray.000|||
7-* H&K P2000      .40 S&W (MPist) 3|6|12(c)|SA|8M|.62|2/24hrs|885|1|none|ray.000|||
7-* H&K P2000St   9mm Para (MPist) 3|6|13(c)|SA|7M|.62|2/24hrs|845|1|stainless steel slide|ray.000|||
7-* H&K P2000St   .357 SIG (MPist) 3|6|12(c)|SA|9M|.62|2/24hrs|845|1|stainless steel slide|ray.000|||
7-* H&K P2000St    .40 S&W (MPist) 3|6|12(c)|SA|8M|.62|2/24hrs|845|1|stainless steel slide|ray.000|||
7-* H&K P2000Sm   9mm Para (MPist) 3|6|13(c)|SA|7M|.62|2/24hrs|1335|1|Smartlink2|ray.000|||
7-* H&K P2000Sm   .357 SIG (MPist) 3|6|12(c)|SA|9M|.62|2/24hrs|1335|1|Smartlink2|ray.000|||
7-* H&K P2000Sm    .40 S&W (MPist) 3|6|12(c)|SA|8M|.62|2/24hrs|1335|1|Smartlink2|ray.000|||
7-* H&K P2000SS   9mm Para (MPist) 3|6|13(c)|SA|7M|.62|2/24hrs|1395|1|stainless steel slide, smartlink2|ray.000|||
7-* H&K P2000SS   .357 SIG (MPist) 3|6|12(c)|SA|9M|.62|2/24hrs|1395|1|stainless steel slide, smartlink2|ray.000|||
7-* H&K P2000SS    .40 S&W (MPist) 3|6|12(c)|SA|8M|.62|2/24hrs|1395|1|stainless steel slide, smartlink2|ray.000|||
6-H&K P2000SK
7-* H&K P2000SK   9mm Para (MPist) 3|7|10(c)|SA|7M|.68|2/24hrs|930|1|none|ray.000|||
7-* H&K P2000SK   .357 SIG (MPist) 3|7|9(c)|SA|9M|.68|2/24hrs|930|1|none|ray.000|||
7-* H&K P2000SK    .40 S&W (MPist) 3|7|9(c)|SA|8M|.68|2/24hrs|930|1|none|ray.000|||
7-* H&K P2000SKSt 9mm Para (MPist) 3|7|10(c)|SA|7M|.68|2/24hrs|990|1|stainless steel slide|ray.000|||
7-* H&K P2000SKSt .357 SIG (MPist) 3|7|9(c)|SA|9M|.68|2/24hrs|990|1|stainless steel slide|ray.000|||
7-* H&K P2000SKSt  .40 S&W (MPist) 3|7|9(c)|SA|8M|.68|2/24hrs|990|1|stainless steel slide|ray.000|||
7-* H&K P2000SKSm 9mm Para (MPist) 3|7|10(c)|SA|7M|.68|2/24hrs|1380|1|Smartlink2|ray.000|||
7-* H&K P2000SKSm .357 SIG (MPist) 3|7|9(c)|SA|9M|.68|2/24hrs|1380|1|Smartlink2|ray.000|||
7-* H&K P2000SKSm  .40 S&W (MPist) 3|7|9(c)|SA|8M|.68|2/24hrs|1380|1|Smartlink2|ray.000|||
7-* H&K P2000SKSS 9mm Para (MPist) 3|7|10(c)|SA|7M|.68|2/24hrs|1440|1|stainless steel slide, smartlink2|ray.000|||
7-* H&K P2000SKSS .357 SIG (MPist) 3|7|9(c)|SA|9M|.68|2/24hrs|1440|1|stainless steel slide, smartlink2|ray.000|||
7-* H&K P2000SKSS  .40 S&W (MPist) 3|7|9(c)|SA|8M|.68|2/24hrs|1440|1|stainless steel slide, smartlink2|ray.000|||
6-H&K P7 Series
7-* H&K P7K3     .380 Auto (LPist) 3|7|8(c)|SA|6L|.75|4/48hrs|700|2|no internal acc. allowed|ray.000|||
7-* H&K P7M7       .45 ACP (MPist) 3|6|7(c)|SA|8M|1|8/72hrs|980|4|no internal acc. allowed|ray.000|||
7-* H&K P7M8      9mm Para (MPist) 3|6|8(c)|SA|7M|.78|4/48hrs|750|2|no internal acc. allowed|ray.000|||
7-* H&K P7M10      .40 S&W (MPist) 3|6|10(c)|SA|8M|.9|8/72hrs|900|4|no internal acc. allowed|ray.000|||
7-* H&K P7M13     9mm Para (MPist) 3|6|13(c)|SA|7M|.84|4/48hrs|900|2|no internal acc. allowed|ray.000|||
6-H&K P9 Series
7-* H&K P9S       9mm Para (MPist) 3|6|9(c)|SA|7M|.88|4/72hrs|1200|2|none|ray.000|||
7-* H&K P9S        .45 ACP (MPist) 3|6|7(c)|SA|8M|.88|6/7days|1500|3|none|ray.000|||
6-H&K USP
7-* H&K USP9      9mm Para (MPist) 3|6|15(c)|SA|7M|.75|2/24hrs|770|1|none|ray.000|||
7-* H&K USP40      .40 S&W (MPist) 3|6|13(c)|SA|8M|.75|2/24hrs|770|1|none|ray.000|||
7-* H&K USP45      .45 ACP (MPist) 3|6|12(c)|SA|8M|.79|2/24hrs|840|1|none|ray.000|||
7-* H&K USP9 St   9mm Para (MPist) 3|6|15(c)|SA|7M|.75|2/24hrs|830|1|stainless steel|ray.000|||
7-* H&K USP40 St   .40 S&W (MPist) 3|6|13(c)|SA|8M|.75|2/24hrs|830|1|stainless steel|ray.000|||
7-* H&K USP45 St   .45 ACP (MPist) 3|6|12(c)|SA|8M|.79|2/24hrs|900|1|stainless steel|ray.000|||
7-* H&K USP9 Sm   9mm Para (MPist) 3|6|15(c)|SA|7M|.75|2/24hrs|1220|1|smartlink2|ray.000|||
7-* H&K USP40 Sm   .40 S&W (MPist) 3|6|13(c)|SA|8M|.75|2/24hrs|1220|1|smartlink2|ray.000|||
7-* H&K USP45 Sm   .45 ACP (MPist) 3|6|12(c)|SA|8M|.79|2/24hrs|1290|1|smartlink2|ray.000|||
7-* H&K USP9 SS   9mm Para (MPist) 3|6|15(c)|SA|7M|.75|2/24hrs|1280|1|smartlink2, stainless steel|ray.000|||
7-* H&K USP40 SS   .40 S&W (MPist) 3|6|13(c)|SA|8M|.75|2/24hrs|1280|1|smartlink2, stainless steel|ray.000|||
7-* H&K USP45 SS   .45 ACP (MPist) 3|6|12(c)|SA|8M|.79|2/24hrs|1350|1|smartlink2, stainless steel|ray.000|||
6-H&K USP compact
7-* H&K USP9c     9mm Para (MPist) 3|7|15(c)|SA|7M|.66|2/24hrs|800|1|none|ray.000|||
7-* H&K USP40c     .40 S&W (MPist) 3|7|12(c)|SA|8M|.69|2/24hrs|800|1|none|ray.000|||
7-* H&K USP45c     .45 ACP (MPist) 3|7|8(c)|SA|8M|.72|2/24hrs|875|1|none|ray.000|||
7-* H&K USP9c St  9mm Para (MPist) 3|7|15(c)|SA|7M|.66|2/24hrs|860|1|stainless steel|ray.000|||
7-* H&K USP40c St  .40 S&W (MPist) 3|7|12(c)|SA|8M|.69|2/24hrs|860|1|stainless steel|ray.000|||
7-* H&K USP45c St  .45 ACP (MPist) 3|7|8(c)|SA|8M|.72|2/24hrs|935|1|stainless steel|ray.000|||
7-* H&K USP9c Sm  9mm Para (MPist) 3|7|15(c)|SA|7M|.66|2/24hrs|1250|1|smartlink2|ray.000|||
7-* H&K USP40c Sm  .40 S&W (MPist) 3|7|12(c)|SA|8M|.69|2/24hrs|1250|1|smartlink2|ray.000|||
7-* H&K USP45c Sm  .45 ACP (MPist) 3|7|8(c)|SA|8M|.72|2/24hrs|1325|1|smartlink2|ray.000|||
7-* H&K USP9c SS  9mm Para (MPist) 3|7|15(c)|SA|7M|.66|2/24hrs|1310|1|smartlink2, stainless steel|ray.000|||
7-* H&K USP40c SS  .40 S&W (MPist) 3|7|12(c)|SA|8M|.69|2/24hrs|1310|1|smartlink2, stainless steel|ray.000|||
7-* H&K USP45c SS  .45 ACP (MPist) 3|7|8(c)|SA|8M|.72|2/24hrs|1385|1|smartlink2, stainless steel|ray.000|||
6-H&K USP Elite
7-* H&K USP9ELT     9mm Para (VHP) 3|5|18(c)|SA|7M|.92|4/48hrs|1355|2|none|ray.000|||
7-* H&K USP45ELT     .45 ACP (VHP) 3|5|12(c)|SA|8M|.92|4/48hrs|1355|2|none|ray.000|||
7-* H&K USP9ELT-S   9mm Para (VHP) 3|5|18(c)|SA|7M|.92|4/48hrs|1805|2|smartlink2|ray.000|||
7-* H&K USP45ELT-S   .45 ACP (VHP) 3|5|12(c)|SA|8M|.92|4/48hrs|1805|2|smartlink2|ray.000|||
6-H&K USP Expert
7-* H&K USP9exp     9mm Para (VHP) 3|5|15(c)|SA|7M|.87|4/48hrs|1355|2|none|ray.000|||
7-* H&K USP40exp     .40 S&W (VHP) 3|5|13(c)|SA|8M|.88|4/48hrs|1355|2|none|ray.000|||
7-* H&K USP45exp     .45 ACP (VHP) 3|5|12(c)|SA|8M|.85|4/48hrs|1355|2|none|ray.000|||
7-* H&K USP9exp-s   9mm Para (VHP) 3|5|15(c)|SA|7M|.87|4/48hrs|1355|2|smartlink2|ray.000|||
7-* H&K USP40exp-s   .40 S&W (VHP) 3|5|13(c)|SA|8M|.88|4/48hrs|1355|2|smartlink2|ray.000|||
7-* H&K USP45exp-s   .45 ACP (VHP) 3|5|12(c)|SA|8M|.85|4/48hrs|1355|2|smartlink2|ray.000|||
6-H&K USP Match
7-* H&K USP9match   9mm Para (VHP) 3|5|15(c)|SA|7M|1.2|6/72hrs|850|3|underbarrel weight|ray.000|||
7-* H&K USP40match   .40 S&W (VHP) 3|5|13(c)|SA|8M|1.2|6/72hrs|850|3|underbarrel weight|ray.000|||
7-* H&K USP45match   .45 ACP (VHP) 3|5|12(c)|SA|8M|1.2|6/72hrs|850|3|underbarrel weight|ray.000|||
7-* H&K USP9match-sf 9mmPara (VHP) 3|5|15(c)|SA|7M|1.2|6/72hrs|910|3|underbarrel weight, stainless steel|ray.000|||
7-* H&K USP40match-sf .40S&W (VHP) 3|5|13(c)|SA|8M|1.2|6/72hrs|910|3|underbarrel weight, stainless steel|ray.000|||
